epoch,accuracy,loss,val_accuracy,val_loss
0,0.5839416,0.6784756637547718,0.4390244,0.6855828080858503
1,0.64111924,0.6446770871932779,0.52682924,0.6550618835857936
2,0.70437956,0.6066913902034434,0.81463414,0.5709199564797538
3,0.73114353,0.5568148435757398,0.81463414,0.5222788410527366
4,0.76885647,0.5129728899529961,0.84390247,0.45924330609185354
